id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
54944,[1414] Renovated Beacon Hill Studio,25188,2009-07-10,US,within a few hours,89.0,45.0,f,558.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating}",185.0,68.38014,1.0,0.0,2.0,120.0,7.0,84.0,9.0,9.0,9.0,10.0,10.0,9.0,f,f,super_strict_30,f,t,79.0,0.19
7837202,"Temple Street By Maverick, Fifteen",22348222,2014-10-09,"Middlesex County, Massachusetts, United States",within a few hours,100.0,91.0,f,52.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",150.0,225.0,1.0,0.0,7.0,1125.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,50.0,0.48
5445126,"Modern, sunny spot in heart of city",28243100,2015-02-23,US,,94.98908,84.17309,f,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",175.0,68.38014,2.0,0.0,1.0,2.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,1.0,0.3
2216767,Beautiful 1BD in Beacon Hill,11308029,2014-01-14,"Boston, Massachusetts, United States",within a few hours,100.0,75.0,t,1.0,"['email', 'phone', 'reviews']",t,f,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,Dryer,Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",179.0,30.0,1.0,0.0,1.0,6.0,51.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1.0,1.74
14586440,Statehouse & Boston Common - 1 Bedroom Downtown,1118374,2011-09-06,"Belmont, Massachusetts, United States",within an hour,100.0,96.0,f,4.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",269.0,45.0,1.0,0.0,1.0,180.0,0.0,91.916664,9.431571,9.258041,9.646293,9.646548,9.414042,9.168235,f,t,strict,f,f,3.0,1.9709084
250345,[1344] 1 BR Penthouse w/ Roof Deck,25188,2009-07-10,US,within a few hours,89.0,45.0,f,558.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",285.0,68.38014,1.0,0.0,2.0,120.0,22.0,89.0,9.0,8.0,9.0,8.0,10.0,8.0,f,f,super_strict_30,f,t,79.0,0.39
5690424,Huge Beacon Hill House - Roof Deck!,28090138,2015-02-21,"Easton, Massachusetts, United States",within an hour,100.0,100.0,f,3.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Beacon Hill,House,Entire home/apt,7.0,2.0,4.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",690.0,250.0,6.0,50.0,3.0,1125.0,44.0,88.0,9.0,8.0,9.0,9.0,10.0,9.0,f,t,strict,f,f,3.0,2.59
14700046,Fantastic luxury beacon hill living,62256647,2016-03-09,US,within a few hours,100.0,88.0,f,1.0,"['email', 'phone']",t,f,Beacon Hill,Apartment,Private room,3.0,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",135.0,68.38014,1.0,20.0,1.0,1125.0,0.0,91.916664,9.431571,9.258041,9.646293,9.646548,9.414042,9.168235,f,f,moderate,f,f,1.0,1.9709084
4461613,"Temple Street By Maverick, Thirteen",22348222,2014-10-09,"Middlesex County, Massachusetts, United States",within a few hours,100.0,91.0,f,52.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",150.0,225.0,1.0,0.0,7.0,1125.0,3.0,93.0,7.0,10.0,9.0,10.0,10.0,9.0,f,f,strict,f,f,50.0,0.19
6410674,Downtown Boston - Beacon Hill - New,1416883,2011-11-17,"Honolulu, Hawaii, United States",within an hour,100.0,89.0,t,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",175.0,30.0,1.0,30.0,2.0,35.0,59.0,95.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,strict,t,t,2.0,3.77
6066455,Large 3.5 BR|2 BA Penthouse Duplex,9410008,2013-10-13,"Boston, Massachusetts, United States",within an hour,100.0,99.0,t,15.0,"['email', 'phone', 'google', 'amex', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,8.0,2.0,4.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",600.0,200.0,5.0,40.0,3.0,60.0,56.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,f,t,strict,f,f,15.0,3.7
13307513,Elegant Beacon Hill apartment,2946638,2012-07-15,"Washington, District of Columbia, United States",within a few hours,100.0,100.0,f,1.0,"['email', 'phone', 'facebook', 'jumio']",t,t,Beacon Hill,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",114.0,80.0,1.0,0.0,30.0,40.0,0.0,91.916664,9.431571,9.258041,9.646293,9.646548,9.414042,9.168235,f,f,flexible,f,f,1.0,1.9709084
8704161,"2nd floor, 2 story in Beacon Hill",45692962,2015-10-03,"Bolton, Massachusetts, United States",within an hour,100.0,100.0,t,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_50""}",500.0,50.0,1.0,0.0,2.0,1125.0,24.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,1.0,2.16
10653150,"QUIET 2 Bedrooms-Beacon Hill Near T, No clean fee",25308015,2014-12-28,"Boston, Massachusetts, United States",within an hour,100.0,100.0,f,3.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",160.0,68.38014,2.0,20.0,2.0,1125.0,41.0,85.0,9.0,9.0,9.0,10.0,10.0,8.0,f,t,strict,f,f,3.0,5.57
4787359,1BD in Beacon Hill w. Amazing roof,362507,2011-01-25,"Istanbul, Istanbul, Turkey",within an hour,100.0,100.0,f,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",250.0,150.0,2.0,75.0,1.0,1125.0,18.0,90.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,1.0,0.91
3050565,Room in Beautiful Beacon Hill #14,7000428,2013-06-19,"Boston, Massachusetts, United States",within an hour,100.0,0.0,f,4.0,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Private room,1.0,2.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",90.0,30.0,1.0,0.0,3.0,1125.0,23.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,4.0,0.83
13306811,Beacon Hill Urban Oasis,31455667,2015-04-18,"Boston, Massachusetts, United States",within an hour,100.0,100.0,t,1.0,"['email', 'phone', 'reviews']",t,f,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",129.0,28.0,0.0,0.0,2.0,1125.0,37.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,1.0,11.68
7553969,Sunny studio in a great location.,23531248,2014-11-09,"Boston, Massachusetts, United States",within a few hours,100.0,58.0,f,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",140.0,50.0,1.0,0.0,2.0,1125.0,5.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,1.0,0.39
11701611,"Classic, Quiet Beacon Hill Apt.",62197455,2016-03-09,"Redwood City, California, United States",within a few hours,100.0,100.0,f,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",210.0,90.0,1.0,0.0,3.0,1125.0,8.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,1.0,2.31
7244031,Beacon Hill 3rd Floor 1 BR,22052842,2014-10-02,"Boston, Massachusetts, United States",within a day,100.0,25.0,f,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",125.0,35.0,2.0,25.0,3.0,1125.0,6.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,1.0,0.43
4032756,Airy Beacon Hill Flat w City Views,20907980,2014-09-03,"Boston, Massachusetts, United States",within a few hours,100.0,87.0,f,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",188.0,50.0,2.0,0.0,5.0,1125.0,18.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,1.0,0.77
9078998,Studio on Charles St. in Beacon Hil,9240628,2013-10-05,"Boston, Massachusetts, United States",within a day,67.0,100.0,f,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",""Laptop Friendly Workspace""}",150.0,40.0,1.0,0.0,3.0,1125.0,7.0,97.0,9.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1.0,1.09
6326257,Renovated 2BR | 1.5BA on Charles St,9410008,2013-10-13,"Boston, Massachusetts, United States",within an hour,100.0,99.0,t,15.0,"['email', 'phone', 'google', 'amex', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,5.0,1.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",375.0,125.0,4.0,40.0,3.0,45.0,62.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,strict,f,f,15.0,4.08
3377100,Beacon Hill Townhouse near MGH,7629859,2013-07-21,"Boston, Massachusetts, United States",within an hour,100.0,100.0,t,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",245.0,80.0,2.0,25.0,3.0,365.0,60.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,strict,f,f,1.0,2.24
11306586,Awesome Location Beacon Hill Studio,5618949,2013-03-25,"Boston, Massachusetts, United States",within an hour,100.0,94.0,f,11.0,"['email', 'phone', 'reviews']",t,f,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,0.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",150.0,68.38014,2.0,0.0,2.0,1125.0,26.0,90.0,9.0,9.0,10.0,9.0,10.0,9.0,f,f,strict,f,f,11.0,4.48
7342359,"Bright, Open 1BR Apt in Beacon Hill",32228249,2015-04-29,"Boston, Massachusetts, United States",,94.98908,84.17309,f,1.0,"['email', 'phone', 'jumio']",t,f,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",250.0,80.0,2.0,50.0,1.0,1125.0,0.0,91.916664,9.431571,9.258041,9.646293,9.646548,9.414042,9.168235,f,f,flexible,f,f,1.0,1.9709084
7996844,Beacon Hill on Charles (#2),690922,2011-06-11,"Boston, Massachusetts, United States",within an hour,100.0,100.0,f,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""Laptop Friendly Workspace""}",130.0,50.0,1.0,20.0,2.0,1125.0,33.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,f,t,strict,f,f,2.0,2.66
14124430,Brand New Beacon Hill Penthouse!,21184200,2014-09-10,"Boston, Massachusetts, United States",within an hour,99.0,81.0,f,30.0,"['email', 'phone', 'amex', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,7.0,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",250.0,65.0,3.0,50.0,1.0,1125.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,24.0,2.31
8471852,Awesome North End Studio,6065334,2013-04-23,US,within a few hours,100.0,100.0,f,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,1.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",120.0,25.0,0.0,0.0,1.0,1125.0,28.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1.0,2.41
12143408,Prime Beacon Hill 1BR Condo,19035416,2014-07-28,"Boston, Massachusetts, United States",within a day,60.0,96.0,f,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",220.0,68.38014,1.0,0.0,2.0,1125.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1.0,1.4
8782592,Spacious 2 Bd Escape in Beacon Hill,14587487,2014-04-22,"Boston, Massachusetts, United States",within a day,70.0,77.0,t,2.0,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",300.0,82.0,1.0,0.0,2.0,1125.0,10.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,2.0,1.2
10470115,Historic Beacon Hill 1BRw/Roof Deck,51673899,2015-12-18,"Boston, Massachusetts, United States",within a day,77.0,33.0,f,16.0,"['email', 'phone', 'reviews']",t,f,Beacon Hill,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",199.0,68.38014,1.0,0.0,2.0,1125.0,3.0,93.0,10.0,10.0,9.0,9.0,9.0,9.0,f,f,strict,f,f,14.0,0.43
7635616,"Temple Street By Maverick, Nine",22348222,2014-10-09,"Middlesex County, Massachusetts, United States",within a few hours,100.0,91.0,f,52.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",155.0,225.0,1.0,0.0,7.0,1125.0,5.0,100.0,10.0,10.0,9.0,8.0,10.0,10.0,f,f,strict,f,f,50.0,0.49
1886037,Beautiful Penthouse in Beacon Hill,1587128,2012-01-09,"Boston, Massachusetts, United States",,94.98908,84.17309,f,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Apartment,Entire home/apt,4.0,1.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",230.0,100.0,1.0,0.0,7.0,1125.0,1.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1.0,0.07
11343485,Beacon Hill Gem! Spacious One Bedroom,4020046,2012-10-31,"Boston, Massachusetts, United States",within an hour,95.0,100.0,f,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,"{""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",159.0,19.0,2.0,0.0,1.0,1125.0,14.0,86.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,flexible,f,f,1.0,9.55
8537786,Beacon Hill Room Available,44948848,2015-09-23,"Boston, Massachusetts, United States",within an hour,100.0,92.0,f,2.0,"['email', 'phone', 'reviews']",t,f,Beacon Hill,Townhouse,Private room,1.0,2.0,1.0,1.0,Real Bed,"{Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door""}",202.0,30.0,1.0,0.0,1.0,1125.0,14.0,64.0,7.0,7.0,9.0,9.0,10.0,7.0,f,f,flexible,f,f,1.0,1.21
9273978,Beacon Hill -Charles Street Studio,814298,2011-07-13,"Boston, Massachusetts, United States",within a few hours,98.0,66.0,f,22.0,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}",229.0,100.0,1.0,0.0,2.0,1125.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,19.0,0.82
14407094,Modern comfort on Beacon Hill,47283683,2015-10-23,"Boston, Massachusetts, United States",within an hour,100.0,94.0,f,7.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Apartment,Shared room,4.0,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",129.0,25.0,2.0,49.0,3.0,1125.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,7.0,1.0
14857569,"Hotel-Room w/twin bed, bathroom and free breakfast",93035834,2016-09-01,US,,94.98908,84.17309,f,2.0,"['email', 'phone']",t,f,Beacon Hill,Bed & Breakfast,Private room,1.0,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Elevator in Building"",Washer,Dryer,Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",79.0,68.38014,1.0,0.0,2.0,21.0,0.0,91.916664,9.431571,9.258041,9.646293,9.646548,9.414042,9.168235,f,f,flexible,f,f,2.0,1.9709084
9273395,Spectacular Beacon Hill 1 bedroom,814298,2011-07-13,"Boston, Massachusetts, United States",within a few hours,98.0,66.0,f,22.0,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Iron}",210.0,100.0,1.0,0.0,2.0,1125.0,7.0,97.0,10.0,9.0,10.0,9.0,10.0,9.0,f,f,strict,f,f,19.0,0.81
